Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,3521418059.92345,2813571753.87253,3825701438.99963,4520946818.54581,5224896718.67782,6203256538.70967,6971758282.29351,9747886187.39393,10109297047.5432,12416152732.0567,15856668555.8336
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,2028553750,1099559027.77778,652174990.837304,1185315468.46295,1880950864.41311,2905092798.61916,3234486232.04392,2293666029.99318,2600356999.20614,3283941510.49964,3584570164.85195,4059064033.13379,4515003116.68036,5801712040.48463,7406645793.44038,8256658249.8128,9150528132.17633,11116937869.8568,13258506375.4518,12335540656.1006,12086545641.299
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,62048507531.3357,45715676428.2766,48003133346.9957,49945584452.6506,42543176828.9237,41764291671.7711,46941554225.3581,48177612042.1507,48187781984.4881,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,1028989692.06787,1106891361.53948,1209992020.29543,1007090269.86956,1017544068.8408,1178745282.8678,1224024139.21295,1180645571.8643,1211953994.05714,1240295103.08568,1432606188.65883,1548265807.99606,1764279824.23138,2366941808.98431,2900245324.32047,3161084091.26848,3459337986.67058,3957625367.30589,4102319398.76562,3688976340.67187,3449925738.83334
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,11229515599.3048,10603784541.197,8307810973.58848,5768720421.61367,4438321017.39068,5538749259.94714,7526421519.16979,7648380195.59902,6506221615.78722,6152923310.44546,9129594970.15301,8936079117.73136,17311512433.1938,20342128111.9406,26997977896.2907,41396636383.8231,58653659979.5501,73037821926.4655,98790432989.3077,81705175408.8809,95546919754.2873
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,478718518.518519,504337037.037037,525133333.333333,565662962.962963,625081481.481481,616051851.851852,679140740.740741,734422222.222222,789788888.888889,835544444.444444,901003703.703704,877774074.074074,898092592.592592,948100000,1026329629.62963,1143896296.2963,1303674074.07407,1487381481.48148,1557640740.74074,1386518518.51852,1298348148.14815
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,141352654305.163,189719984268.485,228778917308.17,236741715015.015,257440000000,258031750000,272149750000,292859000000,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,2256863448.77086,2069870129.87013,1272835453.42634,1201312829.27524,1315158636.67553,1468317435.20148,1596968946.23708,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469511.10191,6384452066.5146,9206301269.79164,11662040713.8753,8647937081.2562,9260285755.62424
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,764804469.273743,872067039.106145,958659217.877095,1083240223.46369,1245810055.86592,1320670391.06145,1379888268.15642,1531843575.41899,1665363128.49162,1722905027.93296,1873452513.96648,1896456983.24022,1961843575.41899,2044111731.84358,2254830726.25698,2360017318.43575,2469782681.56425,2677641340.78212,2843024581.00559,2553793296.08939,2453597206.70391
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,311840666465.053,326416407860.792,325982966981.415,312568858909.5,323269456935.317,368725126225.126,401962517479.122,436321902767.408,400361527504.578,390347787943.351,416901962163.479,380360222861.197,396436967262.563,468517181129.878,615643050220.515,696811489612.816,749708370332.989,856603595823.192,1058448244063.77,931761689770.843,1152566632022.13
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,165811372382.912,173113449616.971,194314032056.098,189634029338.696,202738023129.743,240094169510.031,235952581232.129,211724812267.448,217068085815.918,216421809125.916,196181599831.287,196477206829.33,212837224022.813,260779834340.097,299210411454.823,313952317330.776,333905979332.481,386760177589.497,429234399096.173,399290118782.429,389827789217.634
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,8884848484.84848,5344000000,444658671.586716,1570392598.14954,1193141110.35043,2417331192.9526,3176507376.31836,3962362387.47922,4446368570.6901,4581248566.50158,5272615722.96892,5707616203.72011,6236087738.28284,7276413079.11451,8680405740.94125,13245421880.834,20981929497.6188,33049419431.2244,48851293785.4483,44292427184.9492,52909294791.9262
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,4809511005.31915,5248911170.21277,5402232446.80851,5913001063.82979,6330627925.53191,6651180851.06383,6938166755.31915,7219407712.76596,7031309042.55319,7528469148.93617,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,26805984042.5532
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,31598340778.2164,30957483949.5798,31708874594.1645,33166519417.9894,33768660882.793,37939748768.6567,46438484107.5795,48244309133.4895,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69476001239.419,71795736172.1561,79611644974.5571,91636997370.9772,102475158190.998,115275540051.262
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,2012131457.26644,2020583702.08323,1957000000,2063342117.03873,2151344901.30761,2216974096.35559,2363645403.47039,2498384129.66738,2817083478.34734,2951822204.54432,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217323400,4675767950,4790410400,4466809600,5428683250
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,17389558232.9317,18404907975.4601,16939790093.9054,16275073526.9819,14931435232.078,13972683273.5692,14500437519.8258,14128408565.7064,15222012660.4232,12138486532.0203,12736856827.9847,12354820143.8849,14594900944.7658,17825444724.4878,23141566292.9462,30210091836.8294,36961894281.3444,45275711995.825,60752106347.126,50873167326.0414,57231904542.8755
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,205331747947.851,210510999409.333,234781652446.675,224721795708.955,244884129491.198,288025588396.278,279201433224.756,252708051420.839,258528339631.029,258245733221.468,236792460312.471,236746141604.37,258383599375.177,318082528506.588,369214712443.206,385714762230.039,408259840868.823,470922156309.453,517328087920.078,485014525992.461,481556503720.001
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,546750912.28848,596682100,695741150,752255150,771838000,818590250,850339100,872916050,929047000,999713050,1138138100,1172045150,1243912050,1308280250,1400202000,1474298400,1590463100,1706190450,1738453600,1688012750,1748988400
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,1959965330.14765,1986437796.53053,1695315305.70308,2274558082.76135,1598075943.86774,2169627137.9207,2361116449.39308,2268301646.46707,2455092686.34712,3677393998.74486,3519991440.47913,3666222635.13875,4194342686.2178,5349258094.48239,6190270380.49856,6567654954.38903,7034111314.88812,8169048382.83875,9787734526.23965,9738626517.00319,9535345015.78355
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,1592400000,1634900000,1679900000,1820359900,1867160100,2030750000,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,287765007.112863,240294286.015925,240233531.160464,225973692.8371,258954708.048533,290490983.815778,303408345.620078,352229076.707627,363458380.903342,399311199.50776,460733418.399276,496110225.710307,559345263.708309,651935430.314445,735348490.428435,860391000.221655,942879878.538879,1255767964.00491,1317517834.59916,1331343797.77308,1708880730.20989
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,4867582597.51312,5343262457.10226,5643868748.68126,5734699488.84934,5981222858.82727,6715161732.22658,7396949126.35685,7925736821.45034,8497494652.12546,8285064434.56826,8397855484.76908,8141516928.39489,7905485146.44351,8082399639.54305,8773451751.5121,9549122905.32852,11451844902.2214,13120108008.3477,16674276285.8956,17339992193.7322,19649723722.1034
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,7753478260.86957,6122959183.67347,4735044707.23969,3630668949.83246,1255802469.1358,1866572953.73665,2786045321.63743,3671909673.04401,4116774300.60671,4686256363.04707,5567772768.81188,5800615374.76094,6728220982.88398,8498894359.38629,10156541220.9704,11222796336.5426,12864841905.9543,15778734264.3787,19112796623.1175,17613949091.2294,17176315803.7298
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,3790636324.44775,3942876703.45184,4146464586.61674,4160129174.70569,4259259604.15623,4730599121.92704,4847757217.75815,5020265626.66489,4790481509.17679,5484263346.88105,5788329609.15755,5489608299.66445,5438863982.88692,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,10730829116.4105,10118459242.3183,12637273429.1339
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,384959818181.817,342534090909.091,328191909882.232,368292034380.96,525369467295.737,769333050986.905,850426432991.742,883206179730.462,863710759256.435,599642024319.531,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839894.183,1107626541434.92,1397114486368.67,1695855083497.52,1666996438581.43,2208837745100.55
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,6039881086.68157,6284497293.85546,6327966435.17026,6203339912.15448,6467782517.72242,7700144069.1419,7663377306.04996,7793034376.20807,5550846019.54348,6309070377.5966,6570999087.56742,6096155767.38145,6333082875.56937,7167725261.92713,8619178773.51458,10547202620.5286,12644616418.691,13432029484.4012,15926456515.0049,11912904509.8582,13707121038.4383
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,20726605648.7971,7628764750.15655,8602874120.17193,10832041595.4026,9709230161.35834,18992388645.3609,12295588923.8007,11316706412.4362,15031821788.158,13637793853.9432,13246669553.9701,14184170318.951,16403880782.9964,21146038619.2612,26159078743.1056,29870182424.913,34382295487.2238,44433521724.8301,54483464293.1671,52026461289.6618,50691645231.0083
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,3101300778.56414,3135045584.08387,3356692505.18266,3199536465.23328,1895290637.09504,2379517975.28056,2586550595.41013,2447669101.95178,2804902367.14687,3389566712.66037,2968370087.59759,3190371080.94768,3622350062.96053,4740768142.67494,5451688537.60959,6146353173.34929,6547419820.38113,7625722836.76847,9451435490.11467,9450696873.34326,10109619740.6994
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770740.207416,808077223.365746,870486065.883137,876794723.068586,825394519.423728,784654423.620476,915257323.3961,1117113079.73645,1273375078.44844,1356199387.42308,1611835857.04588,1775495032.424,2032135192.01248
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,306890962.649533,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979269.843942,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563090490.377368,620507387.466174,813260468.873834,924940011.836897,972241676.907662,1107571457.90614,1649621738.63689,1959620648.31578,1852334575.17521,1824751467.92957
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,1402541176.5121,2054974089.3643,2491486594.18917,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.65696,3120425502.66241,3517242477.2548,3694168979.32019,4145665969.92864,4501227626.62752,5046693484.31767,5883297159.87352,7066296463.3598,8350531016.65753,10127916459.8983,12174303999.0812,12502901169.7377,13808673288.0696
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,12314482627.8454,11840192296.3893,12071775335.0433,16181814712.5295,8902446252.18372,10864772470.9043,11093538846.4483,10789458432.6416,11298144990.4104,11565826464.8921,10566579294.9831,10953485349.1135,12417251350.4882,15970315034.9903,18826214135.6419,19509852206.9341,20910512974.933,23928250433.0378,27715142032.913,27932970317.129,27507501821.0296
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,596075591360.987,612527712315.615,594387358318.855,579053561739.4,579944346807.264,605961090061.207,630607994132.747,654987722085.801,633999325918.436,678414215521.303,744773415931.587,738981792355.372,760650608551.583,895542074084.648,1026691006917.76,1173118501402.87,1319291255289.14,1468820407783.26,1552993439550.14,1374627766599.6,1617349192091.46
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200288241.15296,4466278065.11226,4585949023.79609,4281714566.85827,4156841107.36443
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,1440711459.16967,1377374986.58709,1411917553.12436,1278781261.55928,851174356.781737,1115389673.69197,1007791127.09913,937741513.015352,967338389.650578,999477510.686632,916777282.691659,932648604.751954,996068144.884889,1142315522.53864,1272360517.32373,1337894378.73743,1461859762.33459,1699811294.94935,1993407888.49838,2067381665.25454,2142591540.40068
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1738605557.76313,1877137981.75712,1881847669.69794,1463251163.9188,1179837963.22213,1445919894.57661,1607345355.78298,1544689576.92712,1744794531.21401,1534673583.2487,1388506771.58756,1710843377.00119,1997005708.81576,2742815071.5744,4422855660.82592,8655892392.92919,9709626596.13031,10865385131.5172,13385593990.3378,12317614053.6841,14058506663.7252
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,..,9100755725.19084,8902359316.35606
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,33428580448.2715,38232330917.2011,46538895685.8088,49934943320.8828,57438273591.0521,73820425701.6603,78584098983.6374,85741415285.165,81990010704.0602,75578685735.5219,78339750721.364,71574739561.4329,70264045939.2773,76492579644.0605,99075985773.6682,122294145163.192,153843518170.864,172491076033.863,179894594475.405,171777900623.892,217051209238.534
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,361560229445.507,384510452961.672,428502354788.069,446557291212.148,566929539493.172,738190896227.55,868523936530.083,967753570434.667,1037134141760.35,1103843203575.64,1223754919971.05,1355036590251.52,1489821682050.54,1683903309843.85,1984196551300.44,2317551298052.05,2791498472804.33,3604055822571.63,4667346414521.95,5189577094997.58,6192564874453.29
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99875074951.0278,98200641203.3892,97945812802.8882,94644969157.0987,117092416666.245,145600529605.803,161792958904.864,206229540926.312,242504150472.931,232468663109.595,286498534094.963
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,401561021.549642,400592662.610246,436552922.121696,427750822.87347,314789556.044396,392774713.634182,392488148.725187,362816806.134452,363932160.233771,371921712.454518,339504306.290689,372746486.166796,427360070.324544,546830040.540273,622679660.37137,655375095.906176,688498641.512529,795673152.867077,915659107.965823,905341172.70583,907979446.419588
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,9349764580.41173,9625436872.51075,8227343907.26679,10706259936.7425,5820382248.28202,5643439376.10491,5771456952.1908,6090838693.27145,6217805820.77104,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,12609728573.1032,15484044534.5783,18374807772.5429,22723488723.3641,18607259480.5447,24161641931.0331
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,2798746050.11354,2724853505.80336,2933222703.0334,2684323623.14372,1769365437.78801,2116003867.75536,2540697539.05773,2322719102.6909,1949481379.21951,2354772960.28296,3227927697.57921,2796704604.03812,3034250923.97726,3503723087.74483,4656974940.12721,6650001680.48544,8072305029.06514,8782703436.70188,11649857673.4436,9723299915.25312,13148396211.5955
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,5711687786.75989,7215725634.72564,8579754953.07612,9564816062.90368,10489903833.9065,11578594332.7952,11678424726.7825,12614602321.5821,13684255997.5116,14254866283.9541,15013629579.1557,15976174476.2368,16578820799.2885,17271760397.3311,18610594843.9248,20040642420.6914,22715540342.2983,26884700687.8286,30801745703.3018,30745714234.4959,37658616965.6866
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,10795850582.779,10492628580.7484,11152971273.9383,11045760288.1206,8313557510.14757,11000146266.5135,18071152830.6101,18047558037.7036,19619654755.679,18870992455.568,16577533891.8785,16810537043.8407,18054383320.8474,21251754340.4305,23510575681.3686,24036918703.1747,25281413263.3712,28760090953.3081,34078240293.2559,33886813250.2036,34936307980.063
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772224146.1503,24151469716.5173,24175272571.5846,25889813449.4579,23776940769.2095,22134069750.2586,23067071477.8294,26757633353.1909,35244797328.5582,41836096243.0481,45012776905.5255,49583643047.994,59290547254.1358,68473103476.6775,62315450610.8524,58975127200.9948
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,2120511229.05028,2143450726.25698,2160784692.73743,2202117374.30168,2237160502.7933,2344637262.56983,2457581731.84358,2593831508.37989,2833476145.2514,2869153184.35754,2951342793.29609
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933137128.07244,10011914680.0502,9547816419.61231,10248618778.2805,10497907227.616,9985847313.85485,10397898907.1038,11420228846.1538,14547329558.3239,17320551250,18433412510.8817,20072754986.8272,23968727073.6381,27958384913.4219,26048190775.3879,25799940416.0167
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,41016881802.4843,30071014282.3218,35051065440.3962,41155654032.1751,48188478339.4129,60572381311.2283,67804105329.8557,62539765163.1302,67187217327.7326,65586562604.8621,62175642238.0847,68135304463.9641,82607869609.574,100435924704.881,120147899983.657,137264185596.1,156236258386.589,190040702286.917,236506264753.95,206971882704.716,211168667286.27
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,138217740684.484,139180507777.691,152966494259.538,143111306004.102,156017919221.457,184848481008.139,187481157845.724,173241365735.483,176877077513.133,177887720535.535,164043817223.59,164881594415.341,178788209558.311,218421193436.252,251986155630.852,265150087711.985,283386151543.687,320213157595.018,354979471960.142,322619152194.594,322345594075.47
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,377462962.962963,375200000,373318518.518519,396711111.111111,391455555.555556,416674074.074074,444685185.185185,480003703.703704,515618518.518519,519859259.259259
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,7073675544.79021,9824483339.94518,11605382504,13081042400,14644734599.4778,16637370839.1608,18241622547.5908,20017450041.3075,21672215546.7642,22136579396.9218,24305780628.6677,25601823687.5742,27137440786.2562,21403167848.1444,22322387382.494,35777560683.9366,37879830084.2627,43965458508.5056,48091433554.186,48223781476.8909,53801053352.5005
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,15239272611.5809,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,17539454727.3637,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89660339660.3397,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,112119411.489965,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..,..,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745523116.900052,688918537.115555,706370815.584416,752371688.743186,729321680.154324,870248267.550163,1109054005.43971,1098424685.66169,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,..,..,..,4013091682.2914,4123011419.74174,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6250218422.70164,7370119619.4782,9876595528.45528,12148595031.0559,14109491356.7964,17025671810.3124,22450264166.4385,24342935403.5447,19633984440.1223,19524355419.038
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1114694040.66987,1156135717.94598,1284759927.54594,1357189551.68431,1419294254.4183,1698989463.99106,1602741833.70552,1716714070.12471,1576908856.34674,1547888495.98428,1697161557.89452,1502870485.88122,1393945030.65105,2149632433.27703,2710331785.24986,3097946371.06311,3215307900.74767,3391122887.17476,3235921170.5095,3525213502.43118,4360714358.88708
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,12478943895.1691,13799799323.6715,10754799036.5745,9051043870.12197,7100806753.92942,7855205206.93405,8761215548.48614,8803539988.33248,8013274131.69715,7892973531.80045,8242349617.8638,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,960805408.949872,909253214.82608,912670413.325883,760957189.757646,758739178.612171,901404709.830684,989536914.659081,933763083.395627,1104744235.30111,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1337017559.49728,1383883249.591,1532411039.05479,1636101246.9394,1825732092.54674,1970301486.20561,2128696643.62574,2090221137.02876,1653146716.58235,1936459986.03795,1678219507.89829,1652462023.46215,1833279985.36741,2300492465.32276,2708078476.63012,2980403844.72096,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140166712.79624
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,141446120354.533,127794441993.824,112537828510.751,89112105756.2194,103182697780.307,134060457516.34,131991975148.848,126862902302.142,133990876724.522,135234241918.147,125967821110.589,129519672868.898,140360963811.765,171612867735.686,197458297639.769,204859368790.661,217044068234.117,256360251537.648,285698662071.094,253480783439.453,249429613683.334
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1257649439826.53,1258961748633.88,1389663073110.28,1314383368079.69,1385822778827.98,1595219345511.89,1598889216566.23,1449392222971.45,1496906382032.47,1486915879701.93,1360959069477.49,1370376677298.86,1492427756382.43,1835095983049.09,2109792297237.03,2192146403028.17,2317861544690.82,2655816911866.56,2926802941585.86,2700075882518.98,2646230027988.34
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3320159522.36546,3410078967.89823,3713785765.42205,3544608548.41734,3676123788.0323,4186994249.08861,4166072829.60099,3762859093.26192,3903186592.82431,3911602004.14205,3599845480.34359,3573808556.31268,3965405552.5203,4927780606.7707,5564109981.9138,5705052134.54253,5877997979.62266,6631156405.59637,7136741421.95908,6584557973.9375,6086644798.55982
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5952293764.84777,5402919784.57004,5592390827.39854,4378645081.01769,4190819344.22255,4958845648.04778,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,317083695.477797,690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,7735927263.59261,6324503311.25828,3690328963.64086,2701181331.30816,2513867645.13316,2693732611.81599,3094936177.1918,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1778162195860.07,1875792575132.59,2141377582968.07,2078954217437.6,2215282632276.73,2593053091306.13,2506576553158.31,2218790886532.82,2247760364565.97,2213873468586.88,1966980701145.1,1966381496641.73,2102350798305.89,2534715518349.01,2852317768061.78,2893393187361.87,3046308753670.58,3484056680854.91,3808197720125,3478545516683.59,3467093769666.67
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,5889106573.46088,6603185267.79643,6416103925.83267,5968922939.37198,5446383726.77047,6464382807.67884,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347
